,Quarter,Tm,Detail,DAL,STL
0,1.0,Cowboys,Dennis Morgan 98 yard punt return (Efren Herrera kick),7,0
1,2.0,Cardinals,Donny Anderson 1 yard rush (Jim Bakken kick),7,7
2,2.0,Cardinals,Mel Gray 80 yard pass from Jim Hart (Jim Bakken kick),7,14
3,2.0,Cowboys,Jean Fugett 24 yard pass from Roger Staubach (Efren Herrera kick),14,14
4,2.0,Cardinals,Jackie Smith 19 yard pass from Jim Hart (Jim Bakken kick),14,21
5,3.0,Cardinals,Terry Metcalf 8 yard rush (Jim Bakken kick),14,28
6,4.0,Cowboys,Walt Garrison 1 yard rush (Efren Herrera kick),21,28
7,4.0,Cowboys,Roger Staubach 1 yard rush (Efren Herrera kick),28,28
8,4.0,Cardinals,Jim Bakken 31 yard field goal,28,31
