,Quarter,Tm,Detail,DAL,STL
0,1.0,Cowboys,Toni Fritsch 29 yard field goal,3,0
1,2.0,Cowboys,Walt Garrison 18 yard pass from Craig Morton (Toni Fritsch kick),10,0
2,3.0,Cowboys,Walt Garrison 3 yard rush (Toni Fritsch kick),17,0
3,3.0,Cardinals,Jackie Smith 3 yard pass from Jim Hart,17,6
4,4.0,Cowboys,Walt Garrison 26 yard pass from Craig Morton (Toni Fritsch kick),24,6
5,4.0,Cowboys,Toni Fritsch 42 yard field goal,27,6
