,Quarter,Tm,Detail,DET,GNB
0,1,Packers,Chris Jacke 49 yard field goal,0,3
1,1,Lions,Richard Johnson 6 yard pass from Rodney Peete (Eddie Murray kick),7,3
2,2,Lions,Eddie Murray 42 yard field goal,10,3
3,2,Packers,Jeff Query 4 yard pass from Don Majkowski (Chris Jacke kick),10,10
4,3,Packers,Chris Jacke 21 yard field goal,10,13
5,3,Packers,Sterling Sharpe 2 yard pass from Don Majkowski (Chris Jacke kick),10,20
6,4,Lions,Eddie Murray 46 yard field goal,13,20
7,4,Lions,Rodney Peete 14 yard rush (Eddie Murray kick),20,20
8,OT,Packers,Chris Jacke 38 yard field goal,20,23
