,Quarter,Tm,Detail,DET,MIN
0,1.0,Vikings,Sammy White 12 yard pass from Fran Tarkenton (Fred Cox kick),0,7
1,1.0,Vikings,Sammy White 50 yard pass from Fran Tarkenton (Fred Cox kick),0,14
2,3.0,Lions,Luther Blue 8 yard pass from Greg Landry (Steve Mike-Mayer kick),7,14
