,Quarter,Time,Tm,Detail,NYJ,NWE
0,1.0,8:00,Patriots,Sony Michel 5 yard rush (Stephen Gostkowski kick failed),0,6
1,1.0,4:31,Patriots,Phillip Dorsett 25 yard pass from Tom Brady (Stephen Gostkowski kick),0,13
2,2.0,13:40,Patriots,Julian Edelman 3 yard pass from Tom Brady (Stephen Gostkowski kick),0,20
3,3.0,8:52,Patriots,Stephen Gostkowski 37 yard field goal,0,23
4,3.0,3:11,Patriots,Rex Burkhead 2 yard rush (Stephen Gostkowski kick),0,30
5,3.0,0:34,Jets,Arthur Maulet fumble recovery in end zone (Sam Ficken kick),7,30
6,4.0,6:34,Jets,Jamal Adams 61 yard interception return (Sam Ficken kick),14,30
