,Quarter,Tm,Detail,NYG,WAS
0,1.0,Giants,Bill Paschal 4 yard rush (Ken Strong kick),7,0
1,1.0,Redskins,Sammy Baugh 1 yard rush (Dick Poillon kick),7,7
2,2.0,Redskins,Sammy Baugh 1 yard rush (Dick Poillon kick),7,14
3,3.0,Redskins,Eddie Saenz 74 yard pass from Sammy Baugh (Dick Poillon kick),7,21
4,4.0,Giants,Jim White 26 yard fumble return (Ken Strong kick),14,21
5,4.0,Redskins,Eddie Saenz 94 yard kickoff return (Dick Poillon kick),14,28
6,4.0,Giants,George Franck 88 yard pass from Frank Reagan,20,28
