,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,"Safety, Snead tackled in end zone by Modzelewski",0,2
1,1.0,Giants,Del Shofner 35 yard pass from Y.A. Tittle (Pat Summerall kick),0,9
2,2.0,Giants,Bob Gaiters 1 yard rush (Pat Summerall kick),0,16
3,2.0,Giants,Bob Gaiters 2 yard pass from Y.A. Tittle (Pat Summerall kick),0,23
4,2.0,Giants,"Safety, Snead tackled in end zone by Katkavage",0,25
5,3.0,Giants,Del Shofner 13 yard pass from Y.A. Tittle (Pat Summerall kick),0,32
6,4.0,Giants,Del Shofner 32 yard pass from Lee Grosscup (Pat Summerall kick),0,39
7,4.0,Giants,Jimmy Patton 51 yard interception return (Pat Summerall kick),0,46
8,4.0,Giants,Joel Wells 2 yard rush (Pat Summerall kick),0,53
