,Quarter,Time,Tm,Detail,DET,GNB
0,1.0,14:08,Packers,Ahman Green 65 yard rush (Ryan Longwell kick),0,7
1,1.0,4:26,Packers,Tony Fisher 5 yard pass from Brett Favre (Ryan Longwell kick),0,14
2,2.0,12:20,Lions,Jason Hanson 22 yard field goal,3,14
3,2.0,8:22,Packers,Ryan Longwell 46 yard field goal,3,17
4,2.0,0:00,Lions,Jason Hanson 52 yard field goal,6,17
5,3.0,10:18,Packers,Robert Ferguson 14 yard pass from Brett Favre (Ryan Longwell kick),6,24
6,4.0,10:18,Packers,Al Harris 56 yard interception return (Ryan Longwell kick),6,31
