,Quarter,Tm,Detail,WAS,PHI
0,1.0,Eagles,Dick Humbert 4 yard pass from Tommy Thompson (Nick Basca kick),0,7
1,1.0,Eagles,Bob Krieger 21 yard pass from Tommy Thompson (Nick Basca kick),0,14
2,2.0,Redskins,Andy Farkas 5 yard rush (Joe Aguirre kick),7,14
3,2.0,Redskins,Ed Justice 31 yard pass from Sammy Baugh (Joe Aguirre kick),14,14
4,3.0,Eagles,Nick Basca 15 yard field goal,14,17
5,4.0,Redskins,Bob Masterson 22 yard pass from Sammy Baugh (Bob Masterson kick),21,17
