,Quarter,Tm,Detail,DET,SFO
0,2.0,Lions,Jim Martin 19 yard field goal,3,0
1,2.0,Lions,Jim Ninowski 40 yard rush (Jim Martin kick),10,0
2,2.0,Lions,Jim Ninowski 12 yard rush (Jim Martin kick),17,0
3,3.0,49ers,Abe Woodson 80 yard punt return (Tommy Davis kick),17,7
4,4.0,49ers,Billy Kilmer 2 yard rush (Tommy Davis kick),17,14
5,4.0,49ers,Tommy Davis 34 yard field goal,17,17
6,4.0,Lions,Jim Martin 24 yard field goal,20,17
7,4.0,49ers,Tommy Davis 41 yard field goal,20,20
