,Quarter,Tm,Detail,NWE,NYJ
0,1.0,Patriots,Sam Cunningham 6 yard rush (John Smith kick),7,0
1,2.0,Patriots,John Smith 37 yard field goal,10,0
2,4.0,Patriots,Sam Cunningham 1 yard rush (John Smith kick),17,0
3,4.0,Patriots,Bob Geddes 29 yard interception return (John Smith kick),24,0
