,Quarter,Tm,Detail,GNB,DET
0,1.0,Lions,Jim Martin 13 yard field goal,0,3
1,2.0,Lions,Jim Martin 34 yard field goal,0,6
2,2.0,Packers,Jim Taylor 1 yard rush (Paul Hornung kick),7,6
3,3.0,Lions,Jim Martin 16 yard field goal,7,9
4,4.0,Packers,Jim Taylor 1 yard rush (Paul Hornung kick),14,9
5,4.0,Packers,Paul Hornung 9 yard field goal,17,9
