,Quarter,Tm,Detail,RAM,ATL
0,1.0,Rams,Wendell Tyler 5 yard rush (Mike Lansford kick),7,0
1,1.0,Rams,Ron Battle 51 yard pass from Bert Jones (Mike Lansford kick),14,0
2,2.0,Falcons,Alfred Jenkins 43 yard pass from Steve Bartkowski (Mick Luckhurst kick),14,7
3,2.0,Falcons,Gerald Riggs 1 yard rush (Mick Luckhurst kick),14,14
4,2.0,Falcons,Mick Luckhurst 49 yard field goal,14,17
5,3.0,Falcons,Mick Luckhurst 29 yard field goal,14,20
6,3.0,Rams,Mike Lansford 28 yard field goal,17,20
7,4.0,Falcons,William Andrews 19 yard rush (Mick Luckhurst kick),17,27
8,4.0,Falcons,Gerald Riggs 6 yard rush (Mick Luckhurst kick),17,34
