,Quarter,Tm,Detail,CHI,DET
0,1.0,Lions,Doak Walker 41 yard field goal,0,3
1,2.0,Lions,Dorne Dibble 38 yard pass from Bobby Layne (Doak Walker kick),0,10
2,2.0,Lions,Doak Walker 36 yard field goal,0,13
3,4.0,Bears,Eddie Macon 11 yard pass from Tommy O'Connell (George Blanda kick),7,13
