,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,Ken Kavanaugh 6 yard pass from Sid Luckman (Johnny Lujack kick),0,7
1,2.0,Bears,Don Kindt 66 yard rush (Johnny Lujack kick),0,14
2,4.0,Bears,George Gulyanics 4 yard rush (Johnny Lujack kick),0,21
3,4.0,Bears,Joe Osmanski 1 yard rush (Johnny Lujack kick),0,28
