,Quarter,Tm,Detail,DAL,PHI
0,1.0,Eagles,Ray Poage 63 yard pass from Earl Gros (Sam Baker kick),0,7
1,1.0,Cowboys,Don Meredith 8 yard rush (Danny Villanueva kick),7,7
2,2.0,Eagles,Sam Baker 33 yard field goal,7,10
3,2.0,Eagles,Sam Baker 19 yard field goal,7,13
4,2.0,Cowboys,Bob Hayes 44 yard pass from Don Meredith (Danny Villanueva kick),14,13
5,3.0,Eagles,Sam Baker 27 yard field goal,14,16
6,3.0,Cowboys,Frank Clarke 21 yard pass from Don Meredith (Danny Villanueva kick),21,16
7,3.0,Eagles,Sam Baker 20 yard field goal,21,19
