,Quarter,Tm,Detail,PIT,CLE
0,1.0,Browns,Lou Groza 38 yard field goal,0,3
1,1.0,Browns,Jim Brown 4 yard pass from Frank Ryan (Lou Groza kick),0,10
2,2.0,Steelers,Bill Nelsen 1 yard rush,6,10
3,3.0,Steelers,Dick Hoak 42 yard rush,12,10
4,3.0,Browns,Jim Brown 1 yard rush (Lou Groza kick),12,17
5,4.0,Steelers,Dick Hoak 15 yard rush (Mike Clark kick),19,17
6,4.0,Browns,Gary Collins 14 yard pass from Frank Ryan (Lou Groza kick),19,24
