,Quarter,Tm,Detail,RAM,SFO
0,2.0,Rams,Ron Jessie 49 yard pass from Pat Haden,6,0
1,2.0,49ers,Steve Mike-Mayer 19 yard field goal,6,3
2,3.0,Rams,Tom Dempsey 42 yard field goal,9,3
3,3.0,Rams,Pat Haden 1 yard rush (Tom Dempsey kick),16,3
4,3.0,Rams,Monte Jackson 41 yard interception return (Tom Dempsey kick),23,3
