,Quarter,Tm,Detail,DET,GNB
0,1.0,Packers,Paul Hornung 15 yard field goal,0,3
1,2.0,Lions,Jim Doran 65 yard pass from Tobin Rote,6,3
2,2.0,Packers,Max McGee 40 yard pass from Bart Starr (Paul Hornung kick),6,10
3,2.0,Packers,Paul Hornung 20 yard field goal,6,13
4,3.0,Lions,Ken Webb 4 yard rush (Bobby Layne kick),13,13
