,Quarter,Tm,Detail,DET,CHI
0,1.0,Lions,Altie Taylor 16 yard rush (Jim O'Brien kick),7,0
1,1.0,Bears,Carl Garrett 1 yard rush (Mirro Roder kick),7,7
2,2.0,Lions,Dick Jauron 95 yard interception return (Jim O'Brien kick),14,7
3,2.0,Lions,Larry Walton 3 yard pass from Bill Munson,20,7
4,3.0,Lions,Jim O'Brien 26 yard field goal,23,7
5,3.0,Lions,Larry Walton 25 yard pass from Bill Munson (Jim O'Brien kick),30,7
