,Quarter,Tm,Detail,STL,WAS
0,2.0,Cardinals,Taz Anderson 42 yard pass from Ralph Guglielmi (Gerry Perry kick),7,0
1,3.0,Cardinals,Gerry Perry 24 yard field goal,10,0
2,4.0,Cardinals,Prentice Gautt 10 yard pass from Ralph Guglielmi (Gerry Perry kick),17,0
3,4.0,Cardinals,Jimmy Hill 35 yard interception return (Gerry Perry kick),24,0
