,Quarter,Time,Tm,Detail,MIN,GNB
0,1.0,12:59,Packers,Jamaal Williams 15 yard pass from Aaron Rodgers (Mason Crosby kick),0,7
1,1.0,3:23,Packers,Geronimo Allison 12 yard pass from Aaron Rodgers (Mason Crosby kick),0,14
2,2.0,14:20,Packers,Aaron Jones 2 yard rush (Mason Crosby kick),0,21
3,2.0,14:12,Vikings,Dalvin Cook 75 yard rush (Dan Bailey kick),7,21
4,2.0,0:55,Vikings,Dan Bailey 31 yard field goal,10,21
5,3.0,9:19,Vikings,Stefon Diggs 45 yard pass from Kirk Cousins (Dan Bailey kick failed),16,21
