,Quarter,Tm,Detail,DAL,WAS
0,1.0,Redskins,Joe Theismann 3 yard rush (Mark Moseley kick),0,7
1,2.0,Redskins,Charlie Evans 6 yard rush (Mark Moseley kick),0,14
2,2.0,Redskins,Ken Houston 58 yard punt return (Mark Moseley kick),0,21
3,2.0,Redskins,Roy Jefferson 31 yard pass from Billy Kilmer (Mark Moseley kick),0,28
4,3.0,Cowboys,Billy Joe DuPree 10 yard pass from Roger Staubach (Efren Herrera kick),7,28
5,4.0,Cowboys,Robert Newhouse 3 yard rush (Efren Herrera kick),14,28
6,4.0,Cowboys,Billy Joe DuPree 4 yard pass from Roger Staubach (Efren Herrera kick),21,28
