,Quarter,Tm,Detail,PHI,WAS
0,1,Eagles,Bill Hewitt 10 yard pass from Dave Smukler (Hank Reese kick),7,0
1,4,Eagles,Maurice Harper 20 yard interception return (Dave Smukler kick),14,0
