,Quarter,Tm,Detail,GNB,RAM
0,1.0,Rams,Dick Hoerner 15 yard pass from Bob Waterfield (Bob Waterfield kick),0,7
1,1.0,Packers,Billy Grimes 38 yard pass from Tobin Rote (Fred Cone kick),7,7
2,1.0,Rams,Elroy Hirsch 72 yard pass from Bob Waterfield (Bob Waterfield kick),7,14
3,2.0,Packers,Carl Elliott 14 yard pass from Tobin Rote (Fred Cone kick),14,14
4,3.0,Rams,Tom Fears 39 yard pass from Bob Waterfield (Bob Waterfield kick),14,21
5,3.0,Rams,Jerry Williams 99 yard field goal return (Bob Waterfield kick),14,28
6,4.0,Rams,Elroy Hirsch 37 yard pass from Bob Waterfield (Bob Waterfield kick),14,35
7,4.0,Rams,Elroy Hirsch 19 yard pass from Bob Waterfield (Bob Waterfield kick),14,42
