,Quarter,Time,Tm,Detail,TAM,OAK
0,1.0,11:02,Raiders,Tim Brown 20 yard pass from Rich Gannon (Joe Nedney kick),0,7
1,1.0,1:58,Raiders,Joe Nedney 26 yard field goal,0,10
2,2.0,3:51,Raiders,Tyrone Wheatley 30 yard rush (Joe Nedney kick),0,17
3,3.0,13:18,Raiders,Lance Johnstone 13 yard defensive fumble return (Joe Nedney kick),0,24
4,3.0,9:11,Raiders,Napoleon Kaufman 17 yard rush (Joe Nedney kick),0,31
5,3.0,3:17,Raiders,Tyrone Wheatley 3 yard rush (Joe Nedney kick),0,38
6,4.0,10:47,Raiders,Napoleon Kaufman 75 yard rush (Joe Nedney kick),0,45
