,Quarter,Tm,Detail,CHI,GNB
0,1.0,Packers,Ted Fritsch 7 yard rush (Don Hutson kick),0,7
1,1.0,Packers,Ted Fritsch 35 yard field goal,0,10
2,3.0,Packers,Roy McKay 20 yard rush (Don Hutson kick),0,17
3,3.0,Bears,Gary Famiglietti 3 yard rush (Pete Gudauskas kick),7,17
4,4.0,Bears,Gary Famiglietti 8 yard rush (Pete Gudauskas kick),14,17
5,4.0,Packers,Ted Fritsch 1 yard rush (Don Hutson kick),14,24
6,4.0,Bears,Gary Famiglietti 3 yard rush (Pete Gudauskas kick),21,24
7,4.0,Packers,Don Perkins 2 yard rush (Don Hutson kick),21,31
