,Quarter,Tm,Detail,PHI,NYG
0,1.0,Giants,Phil Simms 1 yard rush (Joe Danelo kick),0,7
1,2.0,Giants,Johnny Perkins 15 yard pass from Phil Simms,0,13
2,2.0,Eagles,Tony Franklin 41 yard field goal,3,13
3,2.0,Giants,Joe Danelo 42 yard field goal,3,16
4,3.0,Eagles,Louie Giammona 1 yard rush (Tony Franklin kick),10,16
5,3.0,Eagles,Perry Harrington 19 yard rush (Tony Franklin kick),17,16
6,4.0,Eagles,Louie Giammona 3 yard rush (Tony Franklin kick),24,16
7,4.0,Eagles,Keith Krepfle 6 yard pass from Ron Jaworski (Tony Franklin kick),31,16
