,Quarter,Tm,Detail,NYG,DAL
0,1.0,Giants,Pete Gogolak 20 yard field goal,3,0
1,2.0,Giants,Ron Johnson 1 yard rush (Pete Gogolak kick),10,0
2,3.0,Cowboys,Calvin Hill 3 yard rush (Mike Clark kick),10,7
3,3.0,Cowboys,Walt Garrison 18 yard rush (Mike Clark kick),10,14
4,4.0,Cowboys,Bob Hayes 58 yard pass from Lance Rentzel (Mike Clark kick),10,21
5,4.0,Cowboys,Bob Hayes 24 yard pass from Roger Staubach (Mike Clark kick),10,28
