,Quarter,Tm,Detail,DET,GNB
0,1.0,Lions,Regis Monahan 35 yard field goal,3,0
1,3.0,Lions,Bill Shepherd 2 yard rush (Bill Shepherd kick),10,0
2,4.0,Packers,Carl Mulleneaux 12 yard pass from Cecil Isbell (Tiny Engebretsen kick),10,7
3,4.0,Lions,Lloyd Cardwell 26 yard rush (Monk Moscrip kick),17,7
