,Quarter,Time,Tm,Detail,NYG,PHI
0,2.0,9:29,Eagles,LeGarrette Blount 1 yard rush (Jake Elliott kick),0,7
1,3.0,5:15,Eagles,Zach Ertz 3 yard pass from Carson Wentz (Jake Elliott kick),0,14
2,4.0,12:39,Giants,Odell Beckham Jr. 10 yard pass from Eli Manning (Aldrick Rosas kick),7,14
3,4.0,10:53,Giants,Odell Beckham Jr. 4 yard pass from Eli Manning (Aldrick Rosas kick),14,14
4,4.0,7:12,Giants,Sterling Shepard 77 yard pass from Eli Manning (Aldrick Rosas kick),21,14
5,4.0,5:40,Eagles,Corey Clement 15 yard rush (Jake Elliott kick),21,21
6,4.0,3:08,Giants,Aldrick Rosas 41 yard field goal,24,21
7,4.0,0:51,Eagles,Jake Elliott 46 yard field goal,24,24
8,4.0,0:00,Eagles,Jake Elliott 61 yard field goal,24,27
