,Quarter,Tm,Detail,DET,RAM
0,2.0,Lions,Cloyce Box 6 yard pass from Bobby Layne (Doak Walker kick),7,0
1,2.0,Lions,Cloyce Box 18 yard pass from Bobby Layne (Doak Walker kick),14,0
2,2.0,Rams,Tank Younger 20 yard rush (Bob Waterfield kick),14,7
3,3.0,Lions,Doak Walker 13 yard field goal,17,7
4,3.0,Rams,Skeets Quinlan 80 yard pass from Norm Van Brocklin (Bob Waterfield kick),17,14
