,Quarter,Tm,Detail,CLE,PIT
0,1.0,Steelers,Mike Mularkey 20 yard pass from Bubby Brister (Gary Anderson kick),0,7
1,1.0,Steelers,Chris Calloway 20 yard pass from Bubby Brister (Gary Anderson kick),0,14
2,1.0,Steelers,Mike Mularkey 2 yard pass from Bubby Brister (Gary Anderson kick),0,21
3,2.0,Steelers,Merril Hoge 12 yard pass from Bubby Brister (Gary Anderson kick),0,28
4,2.0,Steelers,Warren Williams 1 yard rush (Gary Anderson kick),0,35
