,Quarter,Tm,Detail,RAM,GNB
0,3.0,Rams,Dan Towler 79 yard rush (Bob Waterfield kick),7,0
1,4.0,Rams,Tommy Kalmanir 38 yard pass from Bob Waterfield (Bob Waterfield kick),14,0
2,4.0,Rams,Elroy Hirsch 81 yard pass from Norm Van Brocklin (Bob Waterfield kick),21,0
3,4.0,Rams,Jerry Williams 5 yard rush (Bob Waterfield kick),28,0
