,Quarter,Tm,Detail,GNB,MIN
0,1.0,Packers,Herman Fontenot 1 yard rush (Chris Jacke kick),7,0
1,2.0,Vikings,Rich Karlis 28 yard field goal,7,3
2,2.0,Vikings,Rick Fenney 8 yard rush (Rich Karlis kick),7,10
3,2.0,Vikings,Jim Gustafson 6 yard pass from Tommy Kramer (Rich Karlis kick),7,17
4,3.0,Vikings,Rick Fenney 8 yard pass from Tommy Kramer (Rich Karlis kick),7,24
5,3.0,Vikings,"Safety, Berry tackled Majkowski in end zone",7,26
6,4.0,Packers,Carl Bland 46 yard pass from Don Majkowski (Chris Jacke kick),14,26
