,Quarter,Time,Tm,Detail,NOR,CAR
0,2.0,,Saints,Doug Brien 50 yard field goal,3,0
1,2.0,,Saints,Ray Zellars 10 yard rush (Doug Brien kick),10,0
2,2.0,,Panthers,John Kasay 44 yard field goal,10,3
3,2.0,,Saints,Doug Brien 51 yard field goal,13,3
4,4.0,2:39,Panthers,Fred Lane 2 yard rush (John Kasay kick),13,10
5,4.0,2:39,Panthers,John Kasay 31 yard field goal,13,13
6,4.0,2:39,Saints,Doug Brien 45 yard field goal,16,13
