,Quarter,Tm,Detail,PHI,WAS
0,1.0,Eagles,Frank Ziegler 19 yard pass from Bobby Thomason (Bobby Walston kick),7,0
1,1.0,Redskins,Gene Brito 23 yard pass from Eddie LeBaron (George Buksar kick),7,7
2,2.0,Eagles,Al Pollard 2 yard rush (Bobby Walston kick),14,7
3,2.0,Redskins,Johnny Williams 38 yard interception return (George Buksar kick),14,14
4,4.0,Eagles,Mike Jarmoluk 45 yard interception return (Bobby Walston kick),21,14
5,4.0,Redskins,Hugh Taylor 16 yard pass from Eddie LeBaron (George Buksar kick),21,21
6,4.0,Redskins,Eddie LeBaron 1 yard rush,21,27
