,Quarter,Time,Tm,Detail,SDG,DEN
0,1.0,,Broncos,Terrell Davis 4 yard pass from Bubby Brister (Jason Elam kick),0,7
1,2.0,,Broncos,Jason Elam 31 yard field goal,0,10
2,2.0,,Broncos,Terrell Davis 24 yard rush (Jason Elam kick),0,17
3,2.0,0:09,Broncos,Jason Elam 26 yard field goal,0,20
4,3.0,10:23,Broncos,Ed McCaffrey 7 yard pass from Bubby Brister (Jason Elam kick),0,27
5,4.0,10:23,Chargers,Freddie Jones 14 yard pass from Craig Whelihan (Craig Whelihan run),8,27
6,4.0,10:23,Chargers,"Safety, Brister fumbled ball out of end zone",10,27
