,Quarter,Tm,Detail,DET,MIN
0,1.0,Lions,Ron Jessie 33 yard pass from Bill Munson (Jim O'Brien kick),7,0
1,1.0,Vikings,Bill Brown 1 yard rush (Fred Cox kick),7,7
2,2.0,Vikings,Wally Hilgenberg 2 yard special teams fumble return (Fred Cox kick),7,14
3,3.0,Vikings,Ed Marinaro 7 yard rush (Fred Cox kick),7,21
4,3.0,Vikings,John Gilliam 33 yard pass from Fran Tarkenton (Fred Cox kick),7,28
