,Quarter,Time,Tm,Detail,NWE,DEN
0,1.0,11:48,Patriots,Troy Brown 11 yard pass from Drew Bledsoe (Adam Vinatieri kick),7,0
1,1.0,7:59,Patriots,Troy Brown 44 yard pass from Drew Bledsoe (Adam Vinatieri kick),14,0
2,2.0,10:33,Broncos,Joe Nedney 20 yard field goal,14,3
3,2.0,0:25,Patriots,J.R. Redmond 12 yard pass from Drew Bledsoe (Adam Vinatieri kick),21,3
4,3.0,5:14,Broncos,"Safety,",21,5
5,3.0,4:56,Broncos,Deltha O'Neal 87 yard kickoff return (run failed),21,11
6,3.0,0:43,Patriots,Terry Glenn 9 yard pass from Drew Bledsoe (Adam Vinatieri kick),28,11
7,4.0,1:56,Broncos,Travis McGriff 43 yard pass from Brian Griese (Ed McCaffrey pass from Brian Griese),28,19
