,Quarter,Tm,Detail,BUF,MIA
0,1.0,Bills,John Leypoldt 11 yard field goal,3,0
1,1.0,Dolphins,Garo Yepremian 28 yard field goal,3,3
2,2.0,Dolphins,Jim Mandich 2 yard pass from Bob Griese (Garo Yepremian kick),3,10
3,2.0,Dolphins,Jim Mandich 25 yard pass from Bob Griese (Garo Yepremian kick),3,17
4,2.0,Dolphins,Mercury Morris 4 yard rush (Garo Yepremian kick),3,24
5,3.0,Dolphins,Garo Yepremian 47 yard field goal,3,27
6,4.0,Bills,John Leypoldt 50 yard field goal,6,27
