,Quarter,Tm,Detail,PHI,NYG
0,1.0,Giants,Pat Summerall 37 yard field goal,0,3
1,1.0,Eagles,Bobby Walston 14 yard pass from Norm Van Brocklin (Bobby Walston kick),7,3
2,2.0,Giants,Frank Gifford 6 yard rush (Pat Summerall kick),7,10
3,2.0,Giants,Bob Schnelker 15 yard pass from Don Heinrich (Pat Summerall kick),7,17
4,2.0,Eagles,Bobby Walston 33 yard field goal,10,17
5,4.0,Giants,Kyle Rote 5 yard pass from Don Heinrich (Pat Summerall kick),10,24
