,Quarter,Tm,Detail,DET,SFO
0,1.0,49ers,Bernie Casey 19 yard pass from Lamar McHan (Tommy Davis kick),0,7
1,2.0,Lions,Milt Plum 20 yard field goal,3,7
2,2.0,Lions,Terry Barr 10 yard pass from Earl Morrall (Milt Plum kick),10,7
3,3.0,Lions,Tom Watkins 10 yard pass from Earl Morrall (Milt Plum kick),17,7
4,3.0,Lions,Terry Barr 22 yard pass from Earl Morrall (Milt Plum kick),24,7
5,4.0,Lions,Terry Barr 6 yard pass from Earl Morrall (Milt Plum kick),31,7
6,4.0,Lions,Tom Watkins 5 yard rush (Milt Plum kick),38,7
7,4.0,Lions,Nick Ryder 2 yard rush (Milt Plum kick),45,7
