,Quarter,Tm,Detail,SFO,BAL
0,1.0,Colts,Tom Matte 19 yard pass from Johnny Unitas (Lou Michaels kick),0,7
1,1.0,Colts,Lou Michaels 30 yard field goal,0,10
2,2.0,Colts,Ray Perkins 33 yard pass from Johnny Unitas (Lou Michaels kick),0,17
3,2.0,Colts,Lou Michaels 30 yard field goal,0,20
4,2.0,Colts,Lenny Moore 3 yard rush (Lou Michaels kick),0,27
5,3.0,Colts,Tom Matte 11 yard rush (Lou Michaels kick),0,34
6,3.0,49ers,Dave Parks 10 yard pass from John Brodie (Tommy Davis kick),7,34
7,4.0,Colts,Ray Perkins 11 yard pass from Jim Ward (Lou Michaels kick),7,41
