,Quarter,Time,Tm,Detail,CHI,STL
0,2.0,8:36,Rams,Marshall Faulk 48 yard pass from Kurt Warner (Jeff Wilkins kick),0,7
1,2.0,2:11,Rams,Roland Williams 2 yard pass from Kurt Warner (Jeff Wilkins kick),0,14
2,2.0,0:44,Rams,Jeff Wilkins 38 yard field goal,0,17
3,3.0,9:59,Rams,Isaac Bruce 4 yard pass from Kurt Warner (Jeff Wilkins kick),0,24
4,3.0,8:08,Rams,Grant Wistrom 40 yard interception return (Jeff Wilkins kick),0,31
5,3.0,3:00,Bears,Bobby Engram 8 yard pass from Shane Matthews,6,31
6,4.0,11:18,Bears,Bobby Engram 4 yard pass from Shane Matthews (pass failed),12,31
7,4.0,5:05,Rams,Jeff Wilkins 28 yard field goal,12,34
