,Quarter,Tm,Detail,NOR,SFO
0,1.0,49ers,Ted Kwalick 81 yard pass from Steve Spurrier (Bruce Gossett kick),0,7
1,1.0,Saints,Dave Parks 46 yard pass from Archie Manning (Toni Linhart kick),7,7
2,2.0,49ers,Bruce Gossett 41 yard field goal,7,10
3,2.0,49ers,John Isenbarger 21 yard pass from Steve Spurrier (Bruce Gossett kick),7,17
4,3.0,Saints,Toni Linhart 11 yard field goal,10,17
5,4.0,Saints,Toni Linhart 20 yard field goal,13,17
6,4.0,Saints,Dave Parks 30 yard pass from Archie Manning (Toni Linhart kick),20,17
7,4.0,49ers,Bruce Gossett 36 yard field goal,20,20
