,Quarter,Tm,Detail,NYG,PHI
0,2.0,Giants,Harry Newman unknown yard pass from Ken Strong (Harry Newman kick),7,0
1,3.0,Eagles,Red Kirkman 54 yard pass from Red Davis (Red Davis kick),7,7
2,3.0,Giants,Kink Richards 12 yard rush,13,7
3,4.0,Eagles,Swede Hanson 61 yard rush (Red Davis kick),13,14
4,4.0,Giants,Kink Richards 60 yard pass from Harry Newman (Harry Newman kick),20,14
