,Quarter,Tm,Detail,SFO,RAM
0,1.0,49ers,Ricky Watters 6 yard rush (Mike Cofer kick),7,0
1,1.0,Rams,Tony Zendejas 25 yard field goal,7,3
2,2.0,49ers,Jerry Rice 39 yard pass from Steve Young (Mike Cofer kick),14,3
3,2.0,49ers,Ricky Watters 48 yard pass from Steve Young (Mike Cofer kick),21,3
4,3.0,49ers,John Taylor 76 yard pass from Steve Young (Mike Cofer kick),28,3
5,4.0,49ers,Jerry Rice 7 yard pass from Steve Young (Mike Cofer kick),35,3
6,4.0,Rams,Henry Ellard 14 yard pass from T.J. Rubley (Tony Zendejas kick),35,10
