,Quarter,Tm,Detail,CHI,RAM
0,1.0,Bears,Hugh Gallarneau 52 yard rush (Frank Maznicki kick),7,0
1,1.0,Rams,Bob Hoffman 3 yard rush (Bob Waterfield kick),7,7
2,1.0,Bears,Ken Kavanaugh 38 yard pass from Sid Luckman (Frank Maznicki kick),14,7
3,2.0,Bears,Ken Kavanaugh 34 yard pass from Sid Luckman,20,7
4,3.0,Rams,Jim Benton 13 yard pass from Bob Waterfield (Bob Waterfield kick),20,14
5,3.0,Bears,Ken Kavanaugh 28 yard pass from Sid Luckman (Frank Maznicki kick),27,14
6,4.0,Rams,Steve Pritko 1 yard pass from Bob Waterfield (Bob Waterfield kick),27,21
