,Quarter,Tm,Detail,NYG,PHI
0,1.0,Giants,Del Shofner 69 yard pass from Y.A. Tittle (Don Chandler kick),7,0
1,1.0,Eagles,Timmy Brown 14 yard pass from Sonny Jurgensen (Bobby Walston kick),7,7
2,1.0,Giants,Don Chandler 48 yard field goal,10,7
3,2.0,Eagles,Bobby Walston 18 yard field goal,10,10
4,2.0,Giants,Del Shofner 56 yard pass from Y.A. Tittle (Don Chandler kick),17,10
5,2.0,Eagles,Bobby Walston 29 yard field goal,17,13
6,3.0,Giants,Don Chandler 27 yard field goal,20,13
7,4.0,Giants,Don Chandler 14 yard field goal,23,13
8,4.0,Giants,Dick Lynch 65 yard blocked field goal return,29,13
