,Quarter,Time,Tm,Detail,KAN,OAK
0,1.0,12:42,Raiders,Justin Fargas 1 yard rush (Sebastian Janikowski kick),0,7
1,1.0,4:49,Chiefs,Ryan Succop 50 yard field goal,3,7
2,1.0,2:10,Raiders,Sebastian Janikowski 50 yard field goal,3,10
3,2.0,12:25,Chiefs,Jamaal Charles 44 yard rush (Ryan Succop kick),10,10
4,2.0,6:48,Chiefs,Ryan Succop 25 yard field goal,13,10
5,4.0,6:17,Chiefs,Ryan Succop 31 yard field goal,16,10
