,Quarter,Tm,Detail,GNB,DET
0,1.0,Packers,Joe Carter 10 yard pass from Cecil Isbell (Don Hutson kick),7,0
1,2.0,Packers,Chuck Sample 1 yard rush (Don Hutson kick),14,0
2,3.0,Packers,Lou Brock 10 yard rush (Dick Weisgerber kick),21,0
3,4.0,Lions,Frank Grigonis 6 yard rush (Augie Lio kick),21,7
4,4.0,Packers,Andy Uram 98 yard kickoff return (Ted Fritsch kick),28,7
