,Quarter,Tm,Detail,GNB,DET
0,1.0,Lions,"Safety, Maher blocked punt in end zone",0,2
1,1.0,Lions,Jim Ninowski 7 yard rush (Jim Martin kick),0,9
2,2.0,Lions,Ken Webb 1 yard rush (Jim Martin kick),0,16
3,3.0,Packers,Paul Hornung 12 yard field goal,3,16
4,3.0,Packers,Paul Hornung 8 yard rush (Paul Hornung kick),10,16
5,3.0,Lions,Jim Gibbons 11 yard pass from Jim Ninowski (Jim Martin kick),10,23
