,Quarter,Tm,Detail,PHI,DAL
0,1.0,Eagles,Fred Barnett 11 yard pass from Jim McMahon (Roger Ruzek kick),7,0
1,2.0,Eagles,Roger Ruzek 42 yard field goal,10,0
2,2.0,Eagles,Robert Drummond 1 yard rush (Roger Ruzek kick),17,0
3,4.0,Eagles,Keith Byars 6 yard pass from Jim McMahon (Roger Ruzek kick),24,0
