,Quarter,Tm,Detail,MIN,GNB
0,1.0,Vikings,Paul Flatley 18 yard pass from Fran Tarkenton (Fred Cox kick),7,0
1,2.0,Packers,Marv Fleming 12 yard pass from John Roach (Jerry Kramer kick),7,7
2,3.0,Packers,Boyd Dowler 20 yard pass from John Roach (Jerry Kramer kick),7,14
3,4.0,Packers,Tom Moore 45 yard pass from John Roach (Jerry Kramer kick),7,21
4,4.0,Packers,Tom Moore 10 yard pass from Zeke Bratkowski (Jerry Kramer kick),7,28
