,Quarter,Tm,Detail,NYG,STL
0,1.0,Cardinals,"Safety,",0,2
1,2.0,Cardinals,Jim Bakken 45 yard field goal,0,5
2,2.0,Giants,Homer Jones 7 yard pass from Earl Morrall (Bob Timberlake kick),7,5
3,3.0,Cardinals,Jim Bakken 15 yard field goal,7,8
4,3.0,Giants,Joe Morrison 20 yard pass from Earl Morrall (Bob Timberlake kick),14,8
5,4.0,Giants,Dick Lynch 60 yard defensive fumble return (Bob Timberlake kick),21,8
6,4.0,Giants,Joe Morrison 46 yard pass from Earl Morrall (Bob Timberlake kick),28,8
7,4.0,Cardinals,Jackie Smith 53 yard pass from Buddy Humphrey (Jim Bakken kick),28,15
