,Quarter,Tm,Detail,RAM,SFO
0,1.0,Rams,Lawrence McCutcheon 5 yard pass from Pat Haden (Frank Corral kick),7,0
1,2.0,49ers,Paul Hofer 1 yard rush (Ray Wersching kick),7,7
2,2.0,Rams,John Cappelletti 1 yard rush (Frank Corral kick),14,7
3,3.0,Rams,Ron Jessie 47 yard pass from Pat Haden (Frank Corral kick),21,7
4,3.0,49ers,Paul Hofer 1 yard rush (Ray Wersching kick),21,14
5,4.0,Rams,Bob Brudzinski 31 yard interception return (Frank Corral kick),28,14
6,4.0,49ers,Dave Williams 89 yard kickoff return (Ray Wersching kick),28,21
7,4.0,49ers,Paul Hofer 1 yard rush (Ray Wersching kick),28,28
8,4.0,Rams,Frank Corral 24 yard field goal,31,28
