,Quarter,Tm,Detail,MIN,GNB
0,2.0,Packers,Jan Stenerud 18 yard field goal,0,3
1,2.0,Packers,Jan Stenerud 32 yard field goal,0,6
2,2.0,Vikings,Tommy Kramer 4 yard rush (Rick Danmeier kick),7,6
3,2.0,Packers,Eddie Lee Ivery 5 yard pass from Lynn Dickey (Jan Stenerud kick),7,13
4,3.0,Packers,Maurice Harvey 25 yard defensive fumble return,7,19
5,3.0,Packers,Eddie Lee Ivery 1 yard rush (Jan Stenerud kick),7,26
