,Quarter,Tm,Detail,DET,GNB
0,1.0,Lions,Bill Shepherd 58 yard rush (Chuck Hanneman kick),7,0
1,2.0,Packers,Andy Uram unknown yard pass from Arnie Herber (Tiny Engebretsen kick),7,7
2,2.0,Packers,Tiny Engebretsen 34 yard field goal,7,10
3,2.0,Packers,Don Hutson 60 yard pass from Arnie Herber (Tiny Engebretsen kick),7,17
4,4.0,Packers,Don Hutson 51 yard pass from Cecil Isbell (Don Hutson kick),7,24
5,4.0,Packers,"Safety, Mulleneaux blocked Tully pass in end zone",7,26
