,Quarter,Tm,Detail,RAM,DET
0,1.0,Rams,Dan Towler 1 yard rush (Les Richter kick),7,0
1,2.0,Rams,Les Richter 42 yard field goal,10,0
2,2.0,Lions,Doak Walker 14 yard field goal,10,3
3,3.0,Rams,Bob Boyd 12 yard pass from Norm Van Brocklin (Les Richter kick),17,3
4,4.0,Lions,Doak Walker 17 yard pass from Bob Hoernschemeyer (Doak Walker kick),17,10
