,Quarter,Tm,Detail,GNB,CHI
0,1.0,Packers,Cecil Isbell 2 yard rush,6,0
1,3.0,Packers,Lou Brock 36 yard pass from Cecil Isbell (Don Hutson kick),13,0
2,3.0,Packers,Clarke Hinkle 43 yard field goal,16,0
3,4.0,Bears,Norm Standlee 8 yard rush (Bob Snyder kick),16,7
4,4.0,Bears,Ray Nolting 1 yard rush (Joe Stydahar kick),16,14
