,Quarter,Time,Tm,Detail,MIN,CHI
0,1.0,7:50,Bears,Tarik Cohen 10 yard pass from Chase Daniel (Eddy Pineiro kick),0,7
1,2.0,0:04,Bears,Eddy Pineiro 25 yard field goal,0,10
2,3.0,12:52,Bears,Eddy Pineiro 38 yard field goal,0,13
3,3.0,3:07,Bears,Eddy Pineiro 30 yard field goal,0,16
4,4.0,3:02,Vikings,Dalvin Cook 2 yard rush (pass failed),6,16
