,Quarter,Tm,Detail,DET,RAM
0,2.0,Lions,Jason Hanson 25 yard field goal,3,0
1,3.0,Lions,Jason Hanson 24 yard field goal,6,0
2,4.0,Lions,Barry Sanders 5 yard rush (Jason Hanson kick),13,0
3,4.0,Rams,Ernie Jones 4 yard pass from T.J. Rubley (Tony Zendejas kick),13,7
4,4.0,Rams,Ernie Jones 21 yard pass from T.J. Rubley,13,13
5,4.0,Lions,Jason Hanson 18 yard field goal,16,13
