,Quarter,Tm,Detail,CHI,DET
0,1.0,Lions,Wayne Walker 25 yard field goal,0,3
1,2.0,Bears,Jon Arnett 1 yard pass from Rudy Bukich (Bob Jencks kick),7,3
2,2.0,Lions,Terry Barr 13 yard pass from Milt Plum (Wayne Walker kick),7,10
3,2.0,Bears,Joe Marconi 5 yard pass from Rudy Bukich (Bob Jencks kick),14,10
4,2.0,Bears,Johnny Morris 16 yard pass from Rudy Bukich (Bob Jencks kick),21,10
5,2.0,Lions,Jim Gibbons 5 yard pass from Milt Plum (Wayne Walker kick),21,17
6,3.0,Bears,Roger LeClerc 27 yard field goal,24,17
7,3.0,Lions,Tom Watkins 1 yard rush (Wayne Walker kick),24,24
8,4.0,Bears,Roger LeClerc 17 yard field goal,27,24
